superrole,superlab,count,direct acting assertions,background,blanket inclusion?,confident?,notes,single acting,drug,agent,ec,metabolite,modulator,food,subclass of drug,agonist,inhibitor,blocker,solvent
http://purl.obolibrary.org/obo/CHEBI_36333,local anaesthetic,17,14,51,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_36335,trypanocidal drug,1,1,40,FALSE,8,subclassof* drug?,TRUE,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_36710,interferon inducer,1,1,1,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_37334,diagnostic imaging agent,1,0,47,FALSE,9,,TRUE,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_37335,MRI contrast agent,1,1,12,FALSE,9,,TRUE,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_37416,EC 2.7.7.6 (RNA polymerase) inhibitor,1,1,7,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_37527,acid,7,0,44,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_37848,plant hormone,1,1,75,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_37930,phenothiazine antipsychotic drug,5,5,19,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_37957,histaminergic drug,33,0,126,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_37958,dye,3,2,695,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_37962,adrenergic agent,73,9,224,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38068,antimalarial,9,9,146,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38070,anti-arrhythmia drug,26,26,72,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38147,cardiotonic drug,8,8,24,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38323,cholinergic drug,31,3,181,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38496,electron-transport chain inhibitor,1,0,69,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38497,respiratory-chain inhibitor,1,0,63,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38500,EC 1.9.3.1 (cytochrome c oxidase) inhibitor,1,1,4,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38634,voltage-gated sodium channel blocker,1,1,3,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38807,calcium channel agonist,1,1,7,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38828,nonionic surfactant,3,3,19,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38849,blood substitute,1,1,10,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38867,anaesthetic,37,6,96,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38869,general anaesthetic,16,1,37,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38870,inhalation anaesthetic,5,5,11,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38877,intravenous anaesthetic,11,11,19,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38956,ectoparasiticide,1,1,2,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_38999,GABA-gated chloride channel antagonist,1,1,8,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_39116,pyrethroid ester insecticide,1,1,40,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_39141,Bronsted acid,4,0,35,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_39142,Bronsted base,1,0,3,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_39143,Lewis acid,3,3,9,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_39259,pyrethroid ester acaricide,1,1,13,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_39317,growth regulator,2,0,148,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_39442,fluorescent probe,1,1,29,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_39456,antiglaucoma drug,11,11,29,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_46787,solvent,10,4,92,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,TRUE
http://purl.obolibrary.org/obo/CHEBI_47867,indicator,6,0,175,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_47868,photosensitizing agent,5,5,31,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48218,antiseptic drug,6,6,38,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48219,disinfectant,7,7,20,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48278,serotonergic drug,31,1,175,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48318,fragrance,1,1,84,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48353,serine proteinase inhibitor,1,1,4,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48354,polar solvent,6,1,51,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,TRUE
http://purl.obolibrary.org/obo/CHEBI_48356,protic solvent,4,3,24,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,TRUE
http://purl.obolibrary.org/obo/CHEBI_48357,aprotic solvent,1,0,21,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,TRUE
http://purl.obolibrary.org/obo/CHEBI_48358,polar aprotic solvent,1,1,21,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,TRUE
http://purl.obolibrary.org/obo/CHEBI_48359,protophilic solvent,1,0,2,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,TRUE
http://purl.obolibrary.org/obo/CHEBI_48360,amphiprotic solvent,1,1,2,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,TRUE
http://purl.obolibrary.org/obo/CHEBI_48407,antiparkinson drug,12,12,45,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48422,angiogenesis inhibitor,4,4,52,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48425,topical anaesthetic,3,3,6,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48539,alpha-adrenergic drug,26,0,70,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48540,beta-adrenergic drug,24,0,89,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48550,EC 1.1.1.21 (aldehyde reductase) inhibitor,1,1,20,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48560,dopaminergic agent,34,7,126,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48675,antifibrinolytic drug,2,2,4,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48676,fibrin modulating drug,4,2,7,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48705,agonist,53,0,571,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_48706,antagonist,81,1,428,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_49023,prostaglandin antagonist,1,1,6,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_49110,peripheral nervous system drug,6,6,25,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_49167,anti-asthmatic drug,10,10,44,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_49201,anti-ulcer drug,11,11,39,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_49323,contraceptive drug,7,6,22,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_49324,female contraceptive drug,4,1,16,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_49325,oral contraceptive,4,0,14,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_49326,synthetic oral contraceptive,4,4,13,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50176,keratolytic drug,4,4,15,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50177,dermatologic drug,23,6,84,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50184,ion transport inhibitor,1,1,3,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50185,fatty acid synthesis inhibitor,1,1,8,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50241,cholinesterase reactivator,1,1,4,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50242,enzyme reactivator,1,0,4,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50247,antidote,17,4,33,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50248,hematologic agent,21,4,146,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50249,anticoagulant,13,13,57,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50266,prodrug,27,27,172,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50267,protective agent,33,3,251,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50268,GABA modulator,2,2,19,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,TRUE,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50269,EC 1.1.1.1 (alcohol dehydrogenase) inhibitor,1,1,2,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50370,parasympatholytic,8,8,22,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50406,probe,3,2,38,FALSE,9,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50407,acid-base indicator,1,1,11,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50408,visual indicator,1,0,120,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50410,colour indicator,1,0,119,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50427,platelet aggregation inhibitor,11,11,94,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50444,adenosine phosphodiesterase inhibitor,1,1,1,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50445,EC 3.5.4.4 (adenosine deaminase) inhibitor,1,1,6,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50503,laxative,2,2,17,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50504,osmotic diuretic,1,1,1,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50505,sweetening agent,5,5,26,FALSE,9,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50507,appetite depressant,3,3,13,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50513,mydriatic agent,5,5,7,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50514,vasoconstrictor agent,13,13,43,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50627,EC 3.2.1.1 (alpha-amylase) inhibitor,1,1,8,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50643,EC 2.5.1.1 (dimethylallyltranstransferase) inhibitor,1,1,2,FALSE,9,,TRUE,FALSE,FALSE,TRUE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50646,bone density conservation agent,13,13,40,FALSE,8,,,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50664,matrix metalloproteinase inhibitor,1,1,12,FALSE,9,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,TRUE,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50671,antithyroid drug,3,3,6,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50684,cross-linking reagent,1,1,12,FALSE,9,,TRUE,FALSE,TRUE,FALSE,FALSE,#VALUE!,#VALUE!,FALSE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50685,antitrichomonal drug,1,1,5,FALSE,8,subclassof* drug?,TRUE,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50689,reproductive control drug,14,0,35,FALSE,8,subclassof* drug?,,TRUE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50691,abortifacient,2,2,8,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50733,nutraceutical,25,19,72,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50739,estrogen receptor modulator,3,3,9,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,TRUE,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50748,antipsoriatic,2,2,12,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50751,anti-estrogen,2,2,12,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50779,appetite enhancer,1,1,2,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50780,appetite regulator,4,0,15,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50792,estrogen receptor antagonist,1,1,6,FALSE,8,,TRUE,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,TRUE,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50843,antimineralocorticoid,2,0,3,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50846,immunomodulator,27,7,109,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,TRUE,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
http://purl.obolibrary.org/obo/CHEBI_50847,immunological adjuvant,2,2,14,FALSE,8,,,FALSE,FALSE,FALSE,FALSE,#VALUE!,#VALUE!,TRUE,#VALUE!,#VALUE!,#VALUE!,#VALUE!
