count,dron_term_word
1,cycloadiphenine
1,cycletanide
1,cyathiformis
1,cupric
1,cumin
1,cultured
1,cucumber
1,cryptenamine
1,crotalidae
1,cromoglycate
1,crofelemer
1,crizanlizumab
1,cricket
1,cresyl
1,creosote
1,creosotate
1,creeping
1,crataegus
1,crassa
1,crab
1,cr
1,corymbiferus
1,corticorelin
1,cortex
1,cornstarch
1,cornsilk
1,coriander
1,cordyceps
1,cordis
1,coral
1,coprinus
1,copanlisib
1,cootamundra
1,containing
1,connaught
1,condensate
1,concord
1,compound
1,compactum
1,comfrey
1,colloid
1,colletotrichum
1,colfosceril
1,cola
1,codfish
1,coccodes
1,coccidiodides
1,cobalt
1,coal
1,coagulant
1,coagulans
1,clothiapine
1,clostridium
1,clorsulon
1,clorophene
1,cloprostenol
1,clopamide
1,clofoctol
1,clofezone
1,clofexamide
1,clobutinol
1,clobetasone
1,clioquinol
1,clemizolpenicillin
1,clebopride
1,clam
1,cladosporis
1,cladosoprium
1,city
1,citrifolia
1,citiolone
1,citicoline
1,cinoxate
1,cinnamedrine
1,cinerea
1,cinerariifolium
1,ciloleucel
1,cifenline
1,cidofovir
1,cicloxilic
1,chymotrypsin
1,chymosin
1,chymopapain
1,chromonar
1,chromocarb
1,chromic
1,chromated
1,christchurch
1,chondrocytes
1,choline
1,cholestyramine
1,cholera
1,chlorthenoxazin
1,chlorphenindione
1,chloroxylenol
1,chlorotheophylline
1,chlorothen
1,chloropyramine
1,chlorocresol
1,chlormethiazole
1,chlormadinone
1,chlorhydrate
1,chlorfenethazine
1,chlorcyclizine
1,chlorate
1,chloral
1,chlophedianol
1,chitosan
1,chinquapin
1,chinese
1,chickpea
1,chia
1,chesnut
1,chelate
1,cheat
1,chartarum
1,charcoal
1,channel
1,chaetomium
1,cetuximab
1,cetrimonium
1,cetrimides
1,certoparin
1,cerliponase
1,cerium
1,cerebral
1,ceramides
1,cephalothin
1,centruroides
1,cenegermin
1,cemiplimab
1,cellulase
1,cell
1,celiprolol
1,celery
1,celandine
1,ceftiofur
1,cefovecin
1,cd
1,cauliflower
1,cattail
1,cathine
1,catalase
1,cat's
1,cashew
1,cascara
1,casanthranol
1,carzenide
1,carya
1,carrot
1,carpenter
1,carp
1,carob
1,carnosine
1,carica
1,carboxypolymethylene
1,carboxymaltose
1,carboxylic
1,carboxyethyl
1,carbocysteine
1,carbetapentane
1,carbarson
1,carbapentane
1,carbamide
1,caraway
1,captodiamine
1,capromorelin
1,capromab
1,caplacizumab
1,canyon
1,cantaloupe
1,canis
1,candidum
1,canakinumab
1,canadian
1,canada
1,camylofine
1,camphoric
1,camphor
1,campestris
1,camemberti
1,cambogia
1,cambendazole
1,calvatia
1,calfactant
1,calf
1,calendula
1,calcifediol
1,calaspargase
1,calamine
1,caerulein
1,cadexomer
1,cacao
1,butylvinal
1,butylated
1,button
1,butter
1,buthiazide
1,butetisalicylate
1,butcher's
1,butafosfan
1,butacaine
1,burweed
1,burrobrush
1,burosumab
1,burning
1,burdock
1,bupivacaine
1,bunod
1,bulgaricus
1,buflomedil
1,buckwheat
1,buckthorn
1,buchu
1,bryonia
1,brussels
1,broomweed
1,bromopride
1,bromelains
1,brolucizumab
1,brodalumab
1,broadleaf
1,broad
1,brivudine
1,brigatinib
1,brewer's
1,brevicaulis
1,brentuximab
1,bremelanotide
1,bread
1,bottlebrush
1,botrytis
1,botryosum
1,boswellia
1,boron
1,born
1,bone
1,boiron
1,board
1,bluefish
1,blueberry
1,blossom
1,blite
1,blinatumomab
1,blackberry
1,bitternut
1,bitter
1,bisulfite
1,biskalcitrate
1,bisglycinate
1,bisdequalinium
1,bisabolol
1,bis
1,bioflavonoid
1,bilberry
1,bifidus
1,bifidum
1,bifemelane
1,bictegravir
1,bicolor
1,biclotymol
1,bicarbonate
1,bezlotoxumab
1,bevacizumab
1,betaine
1,betae
1,berlin
1,beractant
1,benzylparaben
1,benzoxonium
1,benzoxiquine
1,benzonidazole
1,benzoin
1,benzoate
1,benzethonium
1,bentoquatam
1,bentgrass
1,benralizumab
1,benphothiamine
1,benperidol
1,benoxinate
1,benfluorex
1,benactyzine
1,bemiparin
1,belimumab
1,belatacept
1,beets
1,beeswax
1,becaplermin
1,bearberry
1,bayberry
1,bay
1,basswood
1,basiliximab
1,basil
1,basic
1,baricitinib
1,barbital
1,barbexaclone
1,barbariae
1,baloxavir
1,bahia
1,baccharis
1,azosemid
1,azficel
1,azelate
1,azacitidine
1,axicabtagene
1,avocado
1,avelumab
1,avatrombopag
1,autologous
1,autogenous
1,austrian
1,australian
1,australia
1,audouinii
1,attapulgite
1,atrum
1,atrox
1,atipamezole
1,atezolizumab
1,aspirin
1,aspen
1,asparto
1,asparagus
1,asfotase
1,asafetida
1,artichoke
1,articaine
1,arsenic
1,arroyo
1,arginate
1,ardeparin
1,arachis
1,arabica
1,arabic
1,aprotinin
1,apricot
1,apiospora
1,apalutamide
1,antitrypsin
1,antithrombin
1,antirabies
1,antimony
1,antimoniate
1,antilymphocyte
1,antihuman
1,antigens
1,antibodies
1,anthraquinone
1,annual
1,anistreplase
1,anisotropine
1,anise
1,animalis
1,angelica
1,anethole
1,androstenedione
1,andexanet
1,ancrod
1,ancestim
1,anas
1,anamu
1,analog
1,anakinra
1,amylocaine
1,amylases
1,amylase
1,amphetaminil
1,ammoniated
1,aminosalicylic
1,aminosalicylate
1,aminoquinuride
1,aminopyrine
1,aminopentamide
1,aminomethylbenzoic
1,aminolevulinic
1,aminolevulinate
1,aminohydroxybutyric
1,aminoethyl
1,aminocaproate
1,aminobutyrate
1,aminoacetate
1,amino
1,amineptin
1,aminacrine
1,amilomer
1,amikacin
1,amidoline
1,ambroxol
1,amaranthus
1,aluminate
1,alum
1,altretamine
1,altrenogest
1,althiazide
1,alternata
1,alteplase
1,alseroxylon
1,alpelisib
1,aloxiprin
1,aloglutamol
1,alnus
1,almond
1,allyl
1,allspice
1,allscale
1,alloin
1,alliacea
1,alkyl
1,alkali
1,alizapride
1,alitretinoin
1,alirocumab
1,alglucosidase
1,alglucerase
1,alginate
1,algal
1,alfaxalone
1,alfacon
1,alendronate
1,alemtuzumab
1,alefacept
1,aldioxa
1,aldesleukin
1,alcloxa
1,albutrepenonacog
1,album
1,albo
1,agkistrodon
1,aggregated
1,agents
1,agaricus
1,agalsidase
1,africanum
1,african
1,afoxolaner
1,adsorbed
1,adrenocorticotropin
1,adrenal
1,ado
1,adiphenine
1,adipate
1,adiastatic
1,adenosine
1,adamanteus
1,adalimumab
1,acth
1,acrothecium
1,acrisorcin
1,acriflavine
1,acremonium
1,aconite
1,aclarubicin
1,acipimox
1,acidulated
1,acidophilus
1,acetyldigoxins
1,acetyldigitoxin
1,acetotartrate
1,acetorphan
1,acetic
1,acetiamine
1,acetanilide
1,acellular
1,acalabrutinib
1,acai
1,absidia
1,abobotulinumtoxina
1,abeparvovec
1,abemaciclib
1,abciximab
1,abatacept
1,abaloparatide
