"PK_MEDICATION_ID","SIMPLE_GENERIC_NAME","GENERIC_NAME","THERAPEUTIC_CLASS","PHARMACY_CLASS","PHARMACY_SUBCLASS","AMOUNT","FORM","FK_ROUTE_ID","CONTROLLED_MED_YN","DEA_CLASS","RECORD_STATE","SOURCE_LAST_UPDATE_DATE","SOURCE_CODE","FULL_NAME","SOURCE_ORIG_ID","FK_3M_NCID_ID","MEDICATION_COUNT"
131717,"Lovastatin","Lovastatin Tab SR 24HR 10 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","10 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","ALTOCOR 10 MG OR TB24","51546",3000537560,9
130978,"Rosuvastatin Calcium","Rosuvastatin Calcium Tab 20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","20 MG","Tab",8437,0,NA,NA,NA,"EPIC","ROSUVASTATIN CALCIUM 20 MG PO TABS","52196",3000543438,17349
132720,"Rosuvastatin Calcium","Rosuvastatin Calcium Tab 10 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","10 MG","Tab",8437,0,NA,NA,NA,"EPIC","ROSUVASTATIN CALCIUM 10 MG PO TABS","52195",3000543439,18977
133030,"Rosuvastatin Calcium","Rosuvastatin Calcium Tab 40 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","40 MG","Tab",8437,0,NA,NA,NA,"EPIC","CRESTOR 40 MG PO TABS","52352",3000543437,4894
133031,"Rosuvastatin Calcium","Rosuvastatin Calcium Tab 5 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","5 MG","Tab",8437,0,NA,NA,NA,"EPIC","ROSUVASTATIN CALCIUM 5 MG PO TABS","52355",3000549185,14140
131934,"Rosuvastatin Calcium","Rosuvastatin Calcium Tab 40 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","40 MG","Tab",8437,0,NA,NA,NA,"EPIC","ROSUVASTATIN CALCIUM 40 MG PO TABS","52197",3000543437,7815
132772,"Rosuvastatin Calcium","Rosuvastatin Calcium Tab 20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","20 MG","Tab",8437,0,NA,NA,NA,"EPIC","CRESTOR 20 MG PO TABS","52351",3000543438,11353
130747,"Lovastatin","Lovastatin Tab ER 24HR 20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","20 MG","TABLET SR 24 HR",8437,0,NA,NA,NA,"EPIC","LOVASTATIN ER 20 MG PO TAB SR 24HR","51503",3000537559,467
5353101,"amLODIPine-Atorvastatin","amLODIPine-Atorvastatin","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations",NA,NA,8437,NA,NA,NA,NA,"EPIC","AMLODIPINE-ATORVASTATIN PO","112388",16431384,185
137139,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 2.5-20 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","2.5-20 MG","Tab",8437,0,NA,NA,NA,"EPIC","CADUET 2.5-20 MG PO TABS","55812",3000714846,28
137141,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 2.5-20 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","2.5-20 MG","Tab",8437,0,NA,NA,NA,"EPIC","AMLODIPINE-ATORVASTATIN 2.5-20 MG PO TABS","55818",3000714846,30
133690,"Lovastatin","Lovastatin Tab ER 24HR 40 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","40 MG","TABLET SR 24 HR",8437,0,NA,NA,NA,"EPIC","ALTOPREV 40 MG PO TAB SR 24HR","54332",3000537558,42
133691,"Lovastatin","Lovastatin Tab ER 24HR 60 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","60 MG","TABLET SR 24 HR",8437,0,NA,NA,NA,"EPIC","ALTOPREV 60 MG PO TAB SR 24HR","54335",3000537557,67
133696,"Lovastatin","Lovastatin Tab SR 24HR 10 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","10 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","ALTOPREV 10 MG OR TB24","54350",3000537560,8
135432,"Lovastatin","Lovastatin Tab ER 24HR 20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","20 MG","TABLET SR 24 HR",8437,0,NA,NA,NA,"EPIC","ALTOPREV 20 MG PO TAB SR 24HR","54331",3000537559,15
134805,"Ezetimibe-Simvastatin","Ezetimibe-Simvastatin Tab 10-40 MG","Cardiovascular Agents","Antihyperlipidemic","Antihyperlipidemics - Combinations","10-40 MG","Tab",8437,0,NA,NA,NA,"EPIC","VYTORIN 10-40 MG PO TABS","54810",3000561659,4778
134807,"Ezetimibe-Simvastatin","Ezetimibe-Simvastatin Tab 10-40 MG","Cardiovascular Agents","Antihyperlipidemic","Antihyperlipidemics - Combinations","10-40 MG","Tab",8437,0,NA,NA,NA,"EPIC","EZETIMIBE-SIMVASTATIN 10-40 MG PO TABS","54816",3000561659,1048
136183,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 2.5-10 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","2.5-10 MG","Tab",8437,0,NA,NA,NA,"EPIC","CADUET 2.5-10 MG PO TABS","55811",3000714847,45
136185,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 2.5-10 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","2.5-10 MG","Tab",8437,0,NA,NA,NA,"EPIC","AMLODIPINE-ATORVASTATIN 2.5-10 MG PO TABS","55817",3000714847,163
5354164,"Lovastatin","Lovastatin","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,NA,NA,"EPIC","ALTOPREV PO","112208",NA,3
135926,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 2.5-40 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","2.5-40 MG","Tab",8437,0,NA,NA,NA,"EPIC","CADUET 2.5-40 MG PO TABS","55813",3000714845,12
135928,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 2.5-40 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","2.5-40 MG","Tab",8437,0,NA,NA,NA,"EPIC","AMLODIPINE-ATORVASTATIN 2.5-40 MG PO TABS","55819",3000714845,19
133849,"Ezetimibe-Simvastatin","Ezetimibe-Simvastatin Tab 10-20 MG","Cardiovascular Agents","Antihyperlipidemic","Antihyperlipidemics - Combinations","10-20 MG","Tab",8437,0,NA,NA,NA,"EPIC","VYTORIN 10-20 MG PO TABS","54809",3000561661,4055
133851,"Ezetimibe-Simvastatin","Ezetimibe-Simvastatin Tab 10-20 MG","Cardiovascular Agents","Antihyperlipidemic","Antihyperlipidemics - Combinations","10-20 MG","Tab",8437,0,NA,NA,NA,"EPIC","EZETIMIBE-SIMVASTATIN 10-20 MG PO TABS","54815",3000561661,990
135565,"Nystatin","Nystatin Topical Powder 100000 Unit/GM","Topical Products","Dermatological","Antifungals - Topical","100000 Unit/g","Powder",8429,0,NA,NA,NA,"EPIC","NYSTATIN 100000 UNIT/GM EX POWD","54730",3000264517,11612
135591,"Ezetimibe-Simvastatin","Ezetimibe-Simvastatin Tab 10-10 MG","Cardiovascular Agents","Antihyperlipidemic","Antihyperlipidemics - Combinations","10-10 MG","Tab",8437,0,NA,NA,NA,"EPIC","VYTORIN 10-10 MG PO TABS","54808",3000561665,1666
135592,"Ezetimibe-Simvastatin","Ezetimibe-Simvastatin Tab 10-80 MG","Cardiovascular Agents","Antihyperlipidemic","Antihyperlipidemics - Combinations","10-80 MG","Tab",8437,0,NA,NA,NA,"EPIC","VYTORIN 10-80 MG PO TABS","54811",3000561660,1457
135593,"Ezetimibe-Simvastatin","Ezetimibe-Simvastatin Tab 10-10 MG","Cardiovascular Agents","Antihyperlipidemic","Antihyperlipidemics - Combinations","10-10 MG","Tab",8437,0,NA,NA,NA,"EPIC","EZETIMIBE-SIMVASTATIN 10-10 MG PO TABS","54814",3000561665,344
135594,"Ezetimibe-Simvastatin","Ezetimibe-Simvastatin Tab 10-80 MG","Cardiovascular Agents","Antihyperlipidemic","Antihyperlipidemics - Combinations","10-80 MG","Tab",8437,0,NA,NA,NA,"EPIC","EZETIMIBE-SIMVASTATIN 10-80 MG PO TABS","54817",3000561660,220
134443,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 5-40 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","5-40 MG","Tab",8437,0,NA,NA,NA,"EPIC","AMLODIPINE-ATORVASTATIN 5-40 MG PO TABS","53724",3000714803,128
134444,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 10-20 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","10-20 MG","Tab",8437,0,NA,NA,NA,"EPIC","AMLODIPINE-ATORVASTATIN 10-20 MG PO TABS","53727",3000714800,265
135229,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 5-10 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","5-10 MG","Tab",8437,0,NA,NA,NA,"EPIC","AMLODIPINE-ATORVASTATIN 5-10 MG PO TABS","53722",3000714805,500
135230,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 5-80 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","5-80 MG","Tab",8437,0,NA,NA,NA,"EPIC","AMLODIPINE-ATORVASTATIN 5-80 MG PO TABS","53725",3000714802,32
135231,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 10-40 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","10-40 MG","Tab",8437,0,NA,NA,NA,"EPIC","AMLODIPINE-ATORVASTATIN 10-40 MG PO TABS","53728",3000714799,210
134480,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 10-10 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","10-10 MG","Tab",8437,0,NA,NA,NA,"EPIC","CADUET 10-10 MG PO TABS","53835",3000714801,367
134481,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 5-40 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","5-40 MG","Tab",8437,0,NA,NA,NA,"EPIC","CADUET 5-40 MG PO TABS","53838",3000714803,164
134482,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 10-80 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","10-80 MG","Tab",8437,0,NA,NA,NA,"EPIC","CADUET 10-80 MG PO TABS","53841",3000714798,79
135267,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 5-20 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","5-20 MG","Tab",8437,0,NA,NA,NA,"EPIC","CADUET 5-20 MG PO TABS","53836",3000714804,337
135268,"amLODIPine-Atorvastatin","Amlodipine Besylate-Atorvastatin Calcium Tab 10-40 MG","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations","10-40 MG","Tab",8437,0,NA,NA,NA,"EPIC","CADUET 10-40 MG PO TABS","53839",3000714799,262
140568,"Niacin-Lovastatin","Niacin-Lovastatin Tab ER 24HR 1000-40 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","1000-40 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","NIACIN-LOVASTATIN ER 1000-40 MG PO TAB SR 24HR","60107",15563818,16
140629,"Niacin-Lovastatin","Niacin-Lovastatin Tab ER 24HR 1000-40 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","1000-40 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","ADVICOR 1000-40 MG PO TAB SR 24HR","60290",3000594680,77
152570,"Atorvastatin Calcium","Atorvastatin Calcium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","ATORVASTATIN CALCIUM OR","72117",16535744,33
153551,"Nystatin","Nystatin","Anti-Infective Agents","Antifungals","Antifungals",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","BIO-STATIN OR","72700",15262325,9
151994,"amLODIPine-Atorvastatin","amLODIPine-Atorvastatin","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","CADUET OR","73256",16431384,156
151425,"amLODIPine-Atorvastatin","amLODIPine-Atorvastatin","Cardiovascular Agents","Cardiovascular","Cardiovascular Agents Misc. - Combinations",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","AMLODIPINE-ATORVASTATIN OR","71549",16431384,16
152328,"Lovastatin","Lovastatin","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,NA,NA,"EPIC","ALTOPREV OR","71391",16534411,5
152546,"Aspirin Buffered-Pravastatin",NA,"Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,NA,NA,"EPIC","ASPIRIN BUFFERED-PRAVASTATIN OR","72045",NA,2
151215,"Niacin-Lovastatin",NA,"Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","ADVICOR OR","70919",16431289,60
148520,"Simvastatin","Simvastatin (Bulk) Powder","Miscellaneous Products","Chemicals","Bulk Chemicals - S's",NA,"Powder",8446,0,NA,NA,NA,"EPIC","SIMVASTATIN POWD","68834",3000602359,5
150465,"Hyaluronate Sodium (Emollient)","Hyaluronate Sodium (Emollient) Lotion 0.1%","Topical Products","Dermatological","Emollients","0.1 %","Lotion",8429,0,NA,NA,NA,"EPIC","HYALURONATE SODIUM (EMOLLIENT) 0.1 % EX LOTN","69442",NA,3
157537,"Fluvastatin Sodium","Fluvastatin Sodium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","FLUVASTATIN SODIUM OR","77885",16433816,2
158357,"Ezetimibe-Simvastatin","Ezetimibe-Simvastatin","Cardiovascular Agents","Antihyperlipidemic","Antihyperlipidemics - Combinations",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","EZETIMIBE-SIMVASTATIN OR","77478",16433482,5
156029,"Misc Natural Products","Misc Natural Products","Miscellaneous Products","Assorted Classes","Misc Natural Products",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","CHOLESTATIN OR","74134",16534545,5
156265,"Rosuvastatin Calcium","Rosuvastatin Calcium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","CRESTOR OR","74842",16534994,1671
155244,"Misc Nat HMG CoA Reduct Inhib","Misc Nat HMG CoA Reduct Inhib","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","CHOLESTIN OR","74139",16534520,3
165531,"Pravastatin Sodium","Pravastatin Sodium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","PRAVASTATIN SODIUM OR","84640",16534965,601
164744,"Pravastatin Sodium","Pravastatin Sodium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","PRAVACHOL OR","84639",15526205,322
165037,"Nystatin","Nystatin","Anti-Infective Agents","Antifungals","Antifungals",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","NYSTATIN OR","83158",15262325,111
163294,"Nystatin",NA,"Genitourinary Products","Vaginal products","Vaginal Anti-infectives",NA,NA,8429,NA,NA,"Deleted",NA,"EPIC","NYSTATIN VA","83156",16534882,88
163295,"Nystatin",NA,"Genitourinary Products","Vaginal products","Vaginal Anti-infectives",NA,NA,8450,NA,NA,"Deleted",NA,"EPIC","NYSTATIN VA","83159",16534882,4
163789,"Aspirin Buffered-Pravastatin",NA,"Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,NA,NA,"EPIC","PRAVIGARD PAC OR","84641",NA,8
161974,"Nystatin","Nystatin","Topical Products","Dermatological","Antifungals - Topical",NA,NA,8429,NA,NA,"Deleted",NA,"EPIC","MYCOSTATIN EX","82329",15262326,57
164251,"Nystatin-Triamcinolone","Nystatin-Triamcinolone","Topical Products","Dermatological","Antifungals - Topical",NA,NA,8429,NA,NA,"Deleted",NA,"EPIC","NYSTATIN-TRIAMCINOLONE EX","83160",15261799,92
162577,"Lovastatin","Lovastatin","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","MEVACOR OR","81778",16534411,30
159920,"Imipenem-Cilastatin","Imipenem-Cilastatin","Anti-Infective Agents","Misc. antiinfectives","Carbapenems",NA,NA,8432,NA,NA,"Deleted",NA,"EPIC","IMIPENEM-CILASTATIN IV","79807",NA,5
160604,"Lovastatin","Lovastatin","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,NA,NA,"EPIC","LOVASTATIN OR","81086",16534411,732
160458,"Fluvastatin Sodium","Fluvastatin Sodium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","LESCOL OR","80648",16433816,102
161474,"Atorvastatin Calcium","Atorvastatin Calcium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","LIPITOR OR","80829",15455322,2916
161414,"Fluvastatin Sodium","Fluvastatin Sodium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","LESCOL XL OR","80649",16433816,13
171459,"Simvastatin","Simvastatin","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","ZOCOR OR","90424",16535033,1484
172202,"Niacin-Simvastatin","Niacin-Simvastatin Tab ER 24HR 500-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","500-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","NIACIN-SIMVASTATIN ER 500-20 MG PO TAB SR 24HR","91880",16030322,35
172203,"Niacin-Simvastatin","Niacin-Simvastatin Tab ER 24HR 500-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","500-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","SIMCOR 500-20 MG PO TAB SR 24HR","91883",16030322,226
171316,"Ezetimibe-Simvastatin","Ezetimibe-Simvastatin","Cardiovascular Agents","Antihyperlipidemic","Antihyperlipidemics - Combinations",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","VYTORIN OR","89995",16433482,809
168184,"Octreotide Acetate","Octreotide Acetate","Endocrine & Metabolic Drugs","Misc. endocrine","Somatostatic Agents",NA,NA,8431,NA,NA,"Deleted",NA,"EPIC","SANDOSTATIN IJ","86599",15174442,35
168351,"Simvastatin","Simvastatin","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","SIMVASTATIN OR","87100",16535033,2741
166404,"Rosuvastatin Calcium","Rosuvastatin Calcium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","ROSUVASTATIN CALCIUM OR","86486",16534994,12
166442,"Octreotide Acetate","Octreotide Acetate","Endocrine & Metabolic Drugs","Misc. endocrine","Somatostatic Agents",NA,NA,8432,NA,NA,"Deleted",NA,"EPIC","SANDOSTATIN LAR DEPOT IM","86600",15174442,13
173158,"Niacin-Simvastatin","Niacin-Simvastatin Tab ER 24HR 750-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","750-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","NIACIN-SIMVASTATIN ER 750-20 MG PO TAB SR 24HR","91881",NA,5
173159,"Niacin-Simvastatin","Niacin-Simvastatin Tab ER 24HR 750-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","750-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","SIMCOR 750-20 MG PO TAB SR 24HR","91884",16030323,14
173238,"Niacin-Simvastatin",NA,"Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","NIACIN-SIMVASTATIN OR","92121",NA,2
171945,"Niacin-Simvastatin","Niacin-Simvastatin Tab ER 24HR 1000-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","1000-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","NIACIN-SIMVASTATIN ER 1000-20 MG PO TAB SR 24HR","91882",16030321,23
171946,"Niacin-Simvastatin","Niacin-Simvastatin Tab ER 24HR 1000-20 MG","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors","1000-20 MG","TABLET SR 24 HR",8437,0,NA,"Deleted",NA,"EPIC","SIMCOR 1000-20 MG PO TAB SR 24HR","91885",16030321,118
172287,"Niacin-Simvastatin",NA,"Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","SIMCOR OR","92135",16434142,60
270163,"Diphenhyd-Lidocaine-Nystatin","Diphenhydramine-Lidocaine-Nystatin Susp (Cmpd Kit)","Topical Products","Mouth & throat (local)","Anti-infectives - Throat",NA,"Suspension",8436,0,NA,"Deleted",NA,"EPIC","DIPHENHYD-LIDOCAINE-NYSTATIN MOUTH/THROAT SUSP","100646",16433382,38
270164,"Diphenhyd-Lidocaine-Nystatin","Diphenhyd-Lidocaine-Nystatin","Topical Products","Mouth & throat (local)","Anti-infectives - Throat",NA,NA,8436,NA,NA,"Deleted",NA,"EPIC","DIPHENHYD-LIDOCAINE-NYSTATIN MT","100826",16433381,2
268140,"Nutritional Supplements","Nutritional Supplements","Nutritional Products","Dietary products","Nutritional Supplements",NA,NA,8437,NA,NA,"Deleted",NA,"EPIC","STATINS SUPPORT OR","100912",16531519,9
2145880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-01 00:15:00,"SCM","Pravachol 40 mg oral tablet daily","--PRAVACHOL 40 MG ORAL TABLET DAILY",NA,2
184179,NA,NA,NA,"Medication",NA,NA,NA,NA,NA,NA,NA,2013-05-07 09:42:55,"SCM","nystatin topical powder (neo*) -","9000008427100730",15451655,106
2143875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-22 12:29:14,"SCM","pravastatin 40mg daily","--PRAVASTATIN 40MG DAILY",NA,4
5350367,"Misc Nat HMG CoA Reduct Inhib","Misc Nat HMG CoA Reduct Inhib","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,NA,NA,"EPIC","CHOLESTIN PO","115324",NA,5
2147863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-24 21:50:17,"SCM","pravastatin 20mg daily at bedtime","--PRAVASTATIN 20MG DAILY AT BEDTIME",NA,3
2144874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-02-17 00:15:00,"SCM","Pravachol 80 mg oral tablet","--PRAVACHOL 80 MG ORAL TABLET",15571532,26
2149871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-03-23 00:15:00,"SCM","pravastatin 10 mg oral tablet","--PRAVASTATIN 10 MG ORAL TABLET",15451300,54
2149873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-02-15 08:54:03,"SCM","pravastatin tablet 40 mg","--PRAVASTATIN TABLET 40 MG",15571529,4
5354378,"Atorvastatin Calcium","Atorvastatin Calcium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,NA,NA,"EPIC","ATORVASTATIN CALCIUM PO","112989",16535744,2748
2150868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-08 21:23:11,"SCM","pravastatin","--PRAVASTATIN",15526205,42
2149924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-07 00:15:00,"SCM","prevastatin","--PREVASTATIN",3000252827,3
5356448,"Misc Natural Products","Misc Natural Products","Miscellaneous Products","Assorted Classes","Misc Natural Products",NA,NA,8437,NA,NA,NA,NA,"EPIC","CHOLESTATIN PO","115314",NA,10
5356503,"Fluvastatin Sodium","Fluvastatin Sodium","Cardiovascular Agents","Antihyperlipidemic","HMG CoA Reductase Inhibitors",NA,NA,8437,NA,NA,NA,NA,"EPIC","FLUVASTATIN SODIUM PO","119543",16433816,6
2147908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-12 00:15:00,"SCM","prevachol","--PREVACHOL",3000252827,3
2146971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01 12:36:50,"SCM","provastatin","--PROVASTATIN",15592554,4
5351434,"Ezetimibe-Simvastatin","Ezetimibe-Simvastatin","Cardiovascular Agents","Antihyperlipidemic","Antihyperlipidemics - Combinations",NA,NA,8437,NA,NA,NA,NA,"EPIC","EZETIMIBE-SIMVASTATIN PO","119084",NA,2
2151176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-18 00:15:01,"SCM","rosuvastatin","--ROSUVASTATIN",15596408,12
2156287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-08 00:15:00,"SCM","simvastatin 10 mg oral tablet","--SIMVASTATIN 10 MG ORAL TABLET",3000271892,255
2156292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-08-03 14:30:06,"SCM","simvastatin OR","--SIMVASTATIN OR",15163220,2
2155298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-12-02 00:15:00,"SCM","simvastatin tablet 40 mg","--SIMVASTATIN TABLET 40 MG",3000271894,8
2157164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-31 14:18:44,"SCM","rosuvastatin 5 mg oral tablet","--ROSUVASTATIN 5 MG ORAL TABLET",15573240,42
2157183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-10-21 00:15:00,"SCM","Sandostatin LAR Depot 30 mg intramuscular injection","--SANDOSTATIN LAR DEPOT 30 MG INTRAMUSCULAR INJECTION",15266386,2
