PK_MEDICATION_ID,SIMPLE_GENERIC_NAME,GENERIC_NAME,THERAPEUTIC_CLASS,PHARMACY_CLASS,PHARMACY_SUBCLASS,AMOUNT,FORM,FK_ROUTE_ID,CONTROLLED_MED_YN,DEA_CLASS,RECORD_STATE,SOURCE_LAST_UPDATE_DATE,SOURCE_CODE,statin_curation,FULL_NAME,SOURCE_ORIG_ID,FK_3M_NCID_ID,MEDICATION_COUNT
3615026,nystatin topical,nystatin topical 100000 units/g powder,NA,NA,NA,100000 units/g,powder,10699,NA,NA,Active,1/15/14 0:15,SCM,FALSE,nystatin topical 100000 units/g powder,1408-7325-NYSTATIN TOPICAL 100000 UNITS/G POWDER,3000264517,172
4895035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/11/12 0:15,SCM,FALSE,nystatin topical 100000 units/g powder,--NYSTATIN TOPICAL 100000 UNITS/G POWDER,3000264517,3
10674317,nystatin topical,nystatin topical 100000 units/g cream,NA,NA,NA,100000 units/g,cream,10699,NA,NA,Active,3/1/17 23:16,SCM,FALSE,nystatin topical 100000 units/g topical cream,1408-7323-NYSTATIN TOPICAL 100000 UNITS/G TOPICAL CREAM,15150694,169
10704477,nystatin topical,nystatin topical 100000 units/g ointment,NA,NA,NA,100000 units/g,ointment,10699,NA,NA,Active,3/2/17 12:47,SCM,FALSE,nystatin topical 100000 units/g topical ointment,1408-7324-NYSTATIN TOPICAL 100000 UNITS/G TOPICAL OINTMENT,15155824,46
10709330,nystatin topical,nystatin topical 100000 units/g powder,NA,NA,NA,100000 units/g,powder,10699,NA,NA,Active,3/2/17 10:53,SCM,FALSE,nystatin topical 100000 units/g topical powder,1408-7325-NYSTATIN TOPICAL 100000 UNITS/G TOPICAL POWDER,3000264517,369
5951062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/25/13 0:15,SCM,FALSE,nystatin topical cream,#NAME?,15598766,4
123374,NA,NA,NA,Medication,NA,NA,NA,NA,NA,NA,NA,5/7/13 9:42,SCM,FALSE,nystatin topical cream (neo*) -,9.00001E+15,15598766,251
2176743,nystatin topical,nystatin topical,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,FALSE,nystatin topical cream 100000 u/gm,1408--NYSTATIN TOPICAL CREAM 100000 U/GM,15150694,51
2172945,nystatin topical,nystatin topical 100000 units/g cream,NA,NA,NA,100000 units/g,cream,10699,NA,NA,Active,2/24/12 21:50,SCM,FALSE,nystatin topical cream 100000 units/g,1408-7323-NYSTATIN TOPICAL CREAM 100000 UNITS/G,15150694,125
2324007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/12/10 0:15,SCM,FALSE,nystatin topical cream 100000 units/g,--NYSTATIN TOPICAL CREAM 100000 UNITS/G,15150694,2
7292012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/12 0:15,SCM,FALSE,nystatin topical daily,#NAME?,NA,2
3842012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/1/13 10:25,SCM,FALSE,Nystatin topical daily to affected areas,#NAME?,NA,2
2335006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/14/12 0:15,SCM,FALSE,nystatin topical every 12 hours,--NYSTATIN TOPICAL EVERY 12 HOURS,NA,2
2470003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/23/13 0:15,SCM,FALSE,nystatin topical ointment,#NAME?,15597110,3
122649,NA,NA,NA,Medication,NA,NA,NA,NA,NA,NA,NA,5/7/13 9:42,SCM,FALSE,nystatin topical ointment (neo*) -,9.00001E+15,15597110,410
2182738,nystatin topical,nystatin topical,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,FALSE,nystatin topical ointment 100000 u/gm,1408--NYSTATIN TOPICAL OINTMENT 100000 U/GM,15155824,19
2185946,nystatin topical,nystatin topical 100000 units/g ointment,NA,NA,NA,100000 units/g,ointment,10699,NA,NA,Active,2/24/12 21:50,SCM,FALSE,nystatin topical ointment 100000 units/g,1408-7324-NYSTATIN TOPICAL OINTMENT 100000 UNITS/G,15155824,62
2144600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/14/13 0:15,SCM,FALSE,Nystatin Topical Powder,#NAME?,15451655,4
184179,NA,NA,NA,Medication,NA,NA,NA,NA,NA,NA,NA,5/7/13 9:42,SCM,FALSE,nystatin topical powder (neo*) -,9.00001E+15,15451655,106
2163066,nystatin topical,nystatin topical,NA,NA,NA,NA,NA,NA,NA,NA,Active,5/25/13 0:15,SCM,FALSE,nystatin topical powder 100000 u/gm,1408--NYSTATIN TOPICAL POWDER 100000 U/GM,3000264517,173
2171955,nystatin topical,nystatin topical 100000 units/g powder,NA,NA,NA,100000 units/g,powder,10699,NA,NA,Active,9/29/12 0:15,SCM,FALSE,nystatin topical powder 100000 units/g,1408-7325-NYSTATIN TOPICAL POWDER 100000 UNITS/G,3000264517,272
2184973,nystatin topical,nystatin topical 100000 units tablet,NA,NA,NA,100000 units,tablet,10695,NA,NA,Active,2/24/12 21:50,SCM,FALSE,nystatin topical tablet 100000 units,1408-7618-NYSTATIN TOPICAL TABLET 100000 UNITS,16532753,2
19659737,NA,Triple nipple cream,NA,NA,NA,"100,000U-2%-0.1%",Cream,8458,NA,NA,NA,NA,EPIC,FALSE,"NYSTATIN-MUPIROCIN-BETAMETHASONE 100,000U-2%-0.1% CREAM",77770608,NA,25
18639625,NA,Triple nipple ointment,NA,NA,NA,"100,000U-2%-0.1%",Ointment,8458,NA,NA,NA,NA,EPIC,FALSE,"NYSTATIN-MUPIROCIN-BETAMETHASONE 100,000U-2%-0.1% OINTMENT",77770607,NA,8
5741039,nystatin-triamcinolone topical,nystatin-triamcinolone topical 100000 units/g-0.1% cream,NA,NA,NA,100000 units/g-0.1%,cream,10699,NA,NA,Active,1/5/17 15:44,SCM,FALSE,"nystatin-triamcinolone 100,000 units/g-0.1% topical cream","725-7475-NYSTATIN-TRIAMCINOLONE 100,000 UNITS/G-0.1% TOPICAL CREAM",16432256,73
5510045,nystatin-triamcinolone topical,nystatin-triamcinolone topical 100000 units/g-0.1% ointment,NA,NA,NA,100000 units/g-0.1%,ointment,10699,NA,NA,Active,2/7/17 16:57,SCM,FALSE,"nystatin-triamcinolone 100,000 units/g-0.1% topical ointment","725-7476-NYSTATIN-TRIAMCINOLONE 100,000 UNITS/G-0.1% TOPICAL OINTMENT",16639630,32
2155960,nystatin-triamcinolone topical,nystatin-triamcinolone topical,NA,NA,NA,NA,NA,NA,NA,NA,Active,3/3/16 22:39,SCM,FALSE,nystatin-triamcinolone topical,725--NYSTATIN-TRIAMCINOLONE TOPICAL,15167556,7
2172038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/10/12 11:19,SCM,FALSE,nystatin-triamcinolone topical,#NAME?,15261799,3
122421,NA,NA,NA,Medication,NA,NA,NA,NA,NA,NA,NA,2/21/14 21:45,SCM,FALSE,nystatin-triamcinolone topical -,9.00001E+15,15261799,323
4043014,nystatin-triamcinolone topical,nystatin-triamcinolone topical 100000 units/g-0.1% cream,NA,NA,NA,100000 units/g-0.1%,cream,10699,NA,NA,Active,12/8/13 0:15,SCM,FALSE,nystatin-triamcinolone topical 100000 units/g-0.1% cream,725-7475-NYSTATIN-TRIAMCINOLONE TOPICAL 100000 UNITS/G-0.1% CREAM,16639630,16
4382018,nystatin-triamcinolone topical,nystatin-triamcinolone topical 100000 units/g-0.1% ointment,NA,NA,NA,100000 units/g-0.1%,ointment,10699,NA,NA,Active,7/30/13 0:15,SCM,FALSE,nystatin-triamcinolone topical 100000 units/g-0.1% ointment,725-7476-NYSTATIN-TRIAMCINOLONE TOPICAL 100000 UNITS/G-0.1% OINTMENT,16639630,8
10704764,nystatin-triamcinolone topical,nystatin-triamcinolone topical 100000 units/g-0.1% cream,NA,NA,NA,100000 units/g-0.1%,cream,10699,NA,NA,Active,2/24/17 20:25,SCM,FALSE,nystatin-triamcinolone topical 100000 units/g-0.1% topical cream,725-7475-NYSTATIN-TRIAMCINOLONE TOPICAL 100000 UNITS/G-0.1% TOPICAL CREAM,16432256,55
10709320,nystatin-triamcinolone topical,nystatin-triamcinolone topical 100000 units/g-0.1% ointment,NA,NA,NA,100000 units/g-0.1%,ointment,10699,NA,NA,Active,2/24/17 20:26,SCM,FALSE,nystatin-triamcinolone topical 100000 units/g-0.1% topical ointment,725-7476-NYSTATIN-TRIAMCINOLONE TOPICAL 100000 UNITS/G-0.1% TOPICAL OINTMENT,16432259,11
2174961,nystatin-triamcinolone topical,nystatin-triamcinolone topical 100000 units/g-0.1% cream,NA,NA,NA,100000 units/g-0.1%,cream,10699,NA,NA,Active,10/27/11 0:15,SCM,FALSE,nystatin-triamcinolone topical cream,725-7475-NYSTATIN-TRIAMCINOLONE TOPICAL CREAM,16432256,31
2171041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/25/11 15:07,SCM,FALSE,nystatin-triamcinolone topical cream,#NAME?,15167556,8
2181684,nystatin-triamcinolone topical,nystatin-triamcinolone topical,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,FALSE,nystatin-triamcinolone topical cream 100000 u/gm-0.1%,725--NYSTATIN-TRIAMCINOLONE TOPICAL CREAM 100000 U/GM-0.1%,16432256,8
2169967,nystatin-triamcinolone topical,nystatin-triamcinolone topical 100000 units/g-0.1% cream,NA,NA,NA,100000 units/g-0.1%,cream,10699,NA,NA,Active,2/24/12 21:50,SCM,FALSE,nystatin-triamcinolone topical cream 100000 units/g-0.1%,725-7475-NYSTATIN-TRIAMCINOLONE TOPICAL CREAM 100000 UNITS/G-0.1%,16432256,7
2172961,nystatin-triamcinolone topical,nystatin-triamcinolone topical 100000 units/g-0.1% ointment,NA,NA,NA,100000 units/g-0.1%,ointment,10699,NA,NA,Active,6/15/11 0:15,SCM,FALSE,nystatin-triamcinolone topical ointment,725-7476-NYSTATIN-TRIAMCINOLONE TOPICAL OINTMENT,16432259,8
3457009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/12/11 0:15,SCM,FALSE,nystatin-triamcinolone topical ointment,#NAME?,15597119,5
2184954,nystatin-triamcinolone topical,nystatin-triamcinolone topical 100000 units/g-0.1% ointment,NA,NA,NA,100000 units/g-0.1%,ointment,10699,NA,NA,Active,2/24/12 21:50,SCM,FALSE,nystatin-triamcinolone topical ointment 100000 units/g-0.1%,725-7476-NYSTATIN-TRIAMCINOLONE TOPICAL OINTMENT 100000 UNITS/G-0.1%,16432259,7
14296067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EPIC,FALSE,NYSTATIN-ZINC OXIDE PASTE,4080477,NA,2
6370020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/12 0:15,SCM,FALSE,nystatin-zinc-hydrocortisone cream,#NAME?,15166004,2
17768953,NA,NA,NA,NA,NA,NA,Liquid,8437,NA,NA,NA,NA,EPIC,FALSE,NYSTATIN/DIPHEN/HYDROCORT - ORD,40803305,NA,4
18639371,NA,NA,NA,NA,NA,NA,Suspension,8437,NA,NA,NA,NA,EPIC,FALSE,NYSTATIN/HC/TETRACYCLINE SUSPENSION - ORD,157551,NA,3
4360028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/2/13 0:15,SCM,FALSE,nystatin/hydrocortisone/zinc ointment,#NAME?,16434054,2
2169045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/17/15 9:17,SCM,FALSE,nystatin/zinc/hydrocortisone,#NAME?,16431169,9
3343014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/18/16 11:54,SCM,FALSE,Nystatin/Zinc/Hydrocortisone Cream,#NAME?,15167556,6
2172039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/9/12 0:15,SCM,FALSE,nystatin/zinc/hydrocortisone ointment,#NAME?,16434054,4
2167045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/13/14 11:10,SCM,FALSE,nystatin/zinc/hydrocortisone topical,#NAME?,16432777,23
121466,NA,NA,NA,Medication,NA,NA,NA,NA,NA,NA,NA,5/16/11 14:38,SCM,FALSE,nystatin/zinc/hydrocortisone topical -,9.00001E+15,16432777,1187
2145607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/14/12 0:15,SCM,FALSE,nystatin/zinc/hydrocortisone topical cream,#NAME?,15166004,2
2168052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/2/13 0:15,SCM,FALSE,nystatin/zinc/hydrocortisone topical ointment,#NAME?,15166004,9
5855051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/12/12 0:15,SCM,FALSE,"Please have a Basic Metabolic Panel and Magnesium and Phosphorus level drawn on Thursday (1/12), Monday (1/16), Thursday (1/19), and Monday (1/23).","--PLEASE HAVE A BASIC METABOLIC PANEL AND MAGNESIUM AND PHOSPHORUS LEVEL DRAWN ON THURSDAY (1/12), MONDAY (1/16), THURSDAY (1/19), AND MONDAY (1/23).",NA,3
3025015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/3/10 0:15,SCM,FALSE,"please have your blood drawn for basic metabolic panel, magnesium, phosphorous, cbc, inr, aptt  2 times a week to follow up on your electrolytes and your blood cell count","--PLEASE HAVE YOUR BLOOD DRAWN FOR BASIC METABOLIC PANEL, MAGNESIUM, PHOSPHOROUS, CBC, INR, APTT  2 TIMES A WEEK TO FOLLOW UP ON YOUR ELECTROLYTES AND YOUR BLOOD CELL COUNT",NA,2
2176113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/24/12 21:50,SCM,FALSE,Sandostatin,#NAME?,3000252932,4
2159231,octreotide,octreotide,NA,NA,NA,NA,NA,NA,NA,NA,Active,6/25/16 3:58,SCM,FALSE,SandoSTATIN,1822--SANDOSTATIN,3000252932,6
2233010,octreotide,octreotide 100 mcg/mL solution,NA,NA,NA,100 mcg/mL,solution,10911,NA,NA,Active,12/10/15 10:57,SCM,FALSE,SandoSTATIN 100 mcg/mL injectable solution,1822-660-SANDOSTATIN 100 MCG/ML INJECTABLE SOLUTION,15155828,8
4509159,octreotide,octreotide 100 mcg/mL solution,NA,NA,NA,100 mcg/mL,solution,10911,NA,NA,Active,12/22/11 0:15,SCM,FALSE,Sandostatin 100 mcg/mL solution,1822-660-SANDOSTATIN 100 MCG/ML SOLUTION,15155828,2
2159373,octreotide,octreotide 200 mcg/mL solution,NA,NA,NA,200 mcg/mL,solution,10911,NA,NA,Active,5/7/15 11:44,SCM,FALSE,Sandostatin 200 mcg/mL injectable solution,1822-661-SANDOSTATIN 200 MCG/ML INJECTABLE SOLUTION,15565892,2
2179954,octreotide,octreotide 50 mcg/mL solution,NA,NA,NA,50 mcg/mL,solution,10911,NA,NA,Active,3/3/17 17:20,SCM,FALSE,Sandostatin 50 mcg/mL injectable solution,1822-663-SANDOSTATIN 50 MCG/ML INJECTABLE SOLUTION,15565898,7
5875017,octreotide,octreotide 500 mcg/mL solution,NA,NA,NA,500 mcg/mL,solution,10911,NA,NA,Active,11/1/14 12:23,SCM,FALSE,Sandostatin 500 mcg/mL injectable solution,1822-662-SANDOSTATIN 500 MCG/ML INJECTABLE SOLUTION,15155830,2
8599023,octreotide,octreotide,NA,NA,NA,NA,NA,NA,NA,NA,Active,6/28/16 14:14,SCM,FALSE,Sandostatin LAR Depot,1822--SANDOSTATIN LAR DEPOT,16434065,5
2159398,octreotide,"octreotide 20 mg powder for injection, extended release",NA,NA,NA,20 mg,"powder for injection, extended release",10672,NA,NA,Active,6/1/16 12:56,SCM,FALSE,SandoSTATIN LAR Depot 20 mg intramuscular injection,1822-1102-SANDOSTATIN LAR DEPOT 20 MG INTRAMUSCULAR INJECTION,16533851,11
11280797,octreotide,"octreotide 20 mg powder for injection, extended release",NA,NA,NA,20 mg,"powder for injection, extended release",10672,NA,NA,Active,5/2/16 20:16,SCM,FALSE,SandoSTATIN LAR Depot 20 mg intramuscular powder for injection,1822-1102-SANDOSTATIN LAR DEPOT 20 MG INTRAMUSCULAR POWDER FOR INJECTION,3000475186,3
2157183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/21/11 0:15,SCM,FALSE,Sandostatin LAR Depot 30 mg intramuscular injection,--SANDOSTATIN LAR DEPOT 30 MG INTRAMUSCULAR INJECTION,15266386,2
2162395,octreotide,"octreotide 30 mg powder for injection, extended release",NA,NA,NA,30 mg,"powder for injection, extended release",10672,NA,NA,Active,2/12/16 11:57,SCM,FALSE,Sandostatin LAR Depot 30 mg intramuscular injection,1822-1103-SANDOSTATIN LAR DEPOT 30 MG INTRAMUSCULAR INJECTION,15260099,19
11204818,octreotide,"octreotide 30 mg powder for injection, extended release",NA,NA,NA,30 mg,"powder for injection, extended release",10672,NA,NA,Active,8/17/16 14:58,SCM,FALSE,Sandostatin LAR Depot 30 mg intramuscular powder for injection,1822-1103-SANDOSTATIN LAR DEPOT 30 MG INTRAMUSCULAR POWDER FOR INJECTION,3000475185,9
3986014,octreotide,"octreotide 30 mg powder for injection, extended release",NA,NA,NA,30 mg,"powder for injection, extended release",10672,NA,NA,Active,6/4/13 0:15,SCM,FALSE,SandoSTATIN LAR Depot 30 mg powder for injection,1822-1103-SANDOSTATIN LAR DEPOT 30 MG POWDER FOR INJECTION,15266386,7
2183001,octreotide,"octreotide 10 mg powder for injection, extended release",NA,NA,NA,10 mg,"powder for injection, extended release",10672,NA,NA,Active,2/24/12 21:50,SCM,FALSE,Sandostatin LAR Depot powder for injection 10 mg,1822-1101-SANDOSTATIN LAR DEPOT POWDER FOR INJECTION 10 MG,15266383,3
2165393,octreotide,"octreotide 20 mg powder for injection, extended release",NA,NA,NA,20 mg,"powder for injection, extended release",10672,NA,NA,Active,2/24/12 21:50,SCM,FALSE,Sandostatin LAR Depot powder for injection 20 mg,1822-1102-SANDOSTATIN LAR DEPOT POWDER FOR INJECTION 20 MG,15260098,8
2176995,octreotide,"octreotide 30 mg powder for injection, extended release",NA,NA,NA,30 mg,"powder for injection, extended release",10672,NA,NA,Active,2/24/12 21:50,SCM,FALSE,Sandostatin LAR Depot powder for injection 30 mg,1822-1103-SANDOSTATIN LAR DEPOT POWDER FOR INJECTION 30 MG,16532508,13
2165226,octreotide,octreotide,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,FALSE,Sandostatin solution 100 mcg/ml,1822--SANDOSTATIN SOLUTION 100 MCG/ML,16532024,5
2180856,octreotide,octreotide,NA,NA,NA,NA,NA,NA,NA,NA,Active,2/24/12 21:50,SCM,FALSE,Sandostatin solution 1000 mcg/ml,1822--SANDOSTATIN SOLUTION 1000 MCG/ML,15565894,2
2176966,octreotide,octreotide 50 mcg/mL solution,NA,NA,NA,50 mcg/mL,solution,10911,NA,NA,Active,2/24/12 21:50,SCM,FALSE,Sandostatin solution 50 mcg/mL,1822-663-SANDOSTATIN SOLUTION 50 MCG/ML,15565898,2
4221011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/28/11 0:15,SCM,FALSE,Tylenol 650 mg oral every 4 hours as needed for fever,--TYLENOL 650 MG ORAL EVERY 4 HOURS AS NEEDED FOR FEVER,NA,3
7551017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/24/13 0:15,SCM,FALSE,Tylenol 650 mg oral every 4 hours as needed for pain,--TYLENOL 650 MG ORAL EVERY 4 HOURS AS NEEDED FOR PAIN,NA,7
5370818,Nutritional Supplements,Nutritional Supplements,Nutritional Products,Dietary products,Nutritional Supplements,NA,NA,8437,NA,NA,NA,NA,EPIC,FALSE,STATINS DEPLETION PO,130593,NA,8
268140,Nutritional Supplements,Nutritional Supplements,Nutritional Products,Dietary products,Nutritional Supplements,NA,NA,8437,NA,NA,Deleted,NA,EPIC,FALSE,STATINS SUPPORT OR,100912,16531519,9
5371819,Nutritional Supplements,Nutritional Supplements,Nutritional Products,Dietary products,Nutritional Supplements,NA,NA,8437,NA,NA,NA,NA,EPIC,FALSE,STATINS SUPPORT PO,130594,NA,30
51619,Octreotide Acetate,Octreotide Acetate Inj 100 MCG/ML (0.1 MG/ML),Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,100 MCG/ML,Solution,8431,0,NA,NA,NA,EPIC,FALSE,SANDOSTATIN 100 MCG/ML INJECTION SOLN,19000,15155828,28
51621,Octreotide Acetate,Octreotide Acetate Inj 1000 MCG/ML (1 MG/ML),Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,1000 MCG/ML,Solution,8431,0,NA,NA,NA,EPIC,FALSE,SANDOSTATIN 1000 MCG/ML INJECTION SOLN,19003,15160488,14
49877,Octreotide Acetate,Octreotide Acetate Inj 200 MCG/ML (0.2 MG/ML),Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,200 MCG/ML,Solution,8431,0,NA,NA,NA,EPIC,FALSE,SANDOSTATIN 200 MCG/ML INJECTION SOLN,19001,15155829,13
50055,Octreotide Acetate,Octreotide Acetate Inj 50 MCG/ML (0.05 MG/ML),Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,50 MCG/ML,Solution,8431,0,NA,NA,NA,EPIC,FALSE,SANDOSTATIN 50 MCG/ML INJECTION SOLN,18999,15155827,31
50058,Octreotide Acetate,Octreotide Acetate Inj 500 MCG/ML (0.5 MG/ML),Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,500 MCG/ML,Solution,8431,0,NA,NA,NA,EPIC,FALSE,SANDOSTATIN 500 MCG/ML INJECTION SOLN,19002,15155830,10
168184,Octreotide Acetate,Octreotide Acetate,Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,NA,NA,8431,NA,NA,Deleted,NA,EPIC,FALSE,SANDOSTATIN IJ,86599,15174442,35
5369309,Octreotide Acetate,Octreotide Acetate,Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,NA,NA,8431,NA,NA,NA,NA,EPIC,FALSE,SANDOSTATIN INJECTION,129256,15174442,89
84095,Octreotide Acetate,Octreotide Acetate For IM Inj Kit 10 MG,Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,10 MG,Kit,8432,0,NA,NA,NA,EPIC,FALSE,SANDOSTATIN LAR DEPOT 10 MG IM KIT,28631,15174442,15
82923,Octreotide Acetate,Octreotide Acetate For IM Inj Kit 20 MG,Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,20 MG,Kit,8432,0,NA,NA,NA,EPIC,FALSE,SANDOSTATIN LAR DEPOT 20 MG IM KIT,28632,15174442,75
83878,Octreotide Acetate,Octreotide Acetate For IM Inj Kit 30 MG,Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,30 MG,Kit,8432,0,NA,NA,NA,EPIC,FALSE,SANDOSTATIN LAR DEPOT 30 MG IM KIT,28633,15174442,117
166442,Octreotide Acetate,Octreotide Acetate,Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,NA,NA,8432,NA,NA,Deleted,NA,EPIC,FALSE,SANDOSTATIN LAR DEPOT IM,86600,15174442,13
5370318,Octreotide Acetate,Octreotide Acetate,Endocrine & Metabolic Drugs,Misc. endocrine,Somatostatic Agents,NA,NA,8432,NA,NA,NA,NA,EPIC,FALSE,SANDOSTATIN LAR DEPOT IM,129257,15174442,22
35307,Nystatin,Nystatin Vaginal Tab 100000 Unit,Genitourinary Products,Vaginal products,Vaginal Anti-infectives,100000 U,Tab,8450,0,NA,Deleted,NA,EPIC,FALSE,MYCOSTATIN VAGINAL TABS 100000 U VA,14158,3000264265,5
37323,Nystatin,Nystatin Vaginal Tab 100000 Unit,Genitourinary Products,Vaginal products,Vaginal Anti-infectives,100000 units,Tab,8450,0,NA,Deleted,NA,EPIC,FALSE,NYSTATIN 100000 UNITS VAGINAL TABS,15389,3000264265,157
163294,Nystatin,NA,Genitourinary Products,Vaginal products,Vaginal Anti-infectives,NA,NA,8429,NA,NA,Deleted,NA,EPIC,FALSE,NYSTATIN VA,83156,16534882,88
163295,Nystatin,NA,Genitourinary Products,Vaginal products,Vaginal Anti-infectives,NA,NA,8450,NA,NA,Deleted,NA,EPIC,FALSE,NYSTATIN VA,83159,16534882,4
5359530,Nystatin,NA,Genitourinary Products,Vaginal products,Vaginal Anti-infectives,NA,NA,8450,NA,NA,NA,NA,EPIC,FALSE,NYSTATIN VAGINAL,125299,16534882,14
5474028,Sitagliptin-Simvastatin,Sitagliptin-Simvastatin Tab 100-10 MG,Endocrine & Metabolic Drugs,Antidiabetic,Antidiabetic Combinations,100-10 MG,Tab,8437,0,NA,Deleted,NA,EPIC,TRUE,SITAGLIPTIN-SIMVASTATIN 100-10 MG PO TABS,134124,NA,4
5470022,Sitagliptin-Simvastatin,Sitagliptin-Simvastatin Tab 100-40 MG,Endocrine & Metabolic Drugs,Antidiabetic,Antidiabetic Combinations,100-40 MG,Tab,8437,0,NA,Deleted,NA,EPIC,TRUE,SITAGLIPTIN-SIMVASTATIN 100-40 MG PO TABS,134126,16537868,2
8179045,Sitagliptin-Simvastatin,Sitagliptin-Simvastatin Tab 50-10 MG,Endocrine & Metabolic Drugs,Antidiabetic,Antidiabetic Combinations,50-10 MG,Tab,8437,0,NA,Deleted,NA,EPIC,TRUE,SITAGLIPTIN-SIMVASTATIN 50-10 MG PO TABS,140163,NA,2
8983063,Ezetimibe-Atorvastatin,Ezetimibe-Atorvastatin Tab 10-10 MG,Cardiovascular Agents,Antihyperlipidemic,Antihyperlipidemics - Combinations,10-10 MG,Tab,8437,0,NA,Deleted,NA,EPIC,TRUE,EZETIMIBE-ATORVASTATIN 10-10 MG PO TABS,143311,NA,15
8982064,Ezetimibe-Atorvastatin,Ezetimibe-Atorvastatin Tab 10-20 MG,Cardiovascular Agents,Antihyperlipidemic,Antihyperlipidemics - Combinations,10-20 MG,Tab,8437,0,NA,Deleted,NA,EPIC,TRUE,EZETIMIBE-ATORVASTATIN 10-20 MG PO TABS,143312,NA,9
8984064,Ezetimibe-Atorvastatin,Ezetimibe-Atorvastatin Tab 10-40 MG,Cardiovascular Agents,Antihyperlipidemic,Antihyperlipidemics - Combinations,10-40 MG,Tab,8437,0,NA,Deleted,NA,EPIC,TRUE,EZETIMIBE-ATORVASTATIN 10-40 MG PO TABS,143313,NA,14
8985064,Ezetimibe-Atorvastatin,Ezetimibe-Atorvastatin Tab 10-80 MG,Cardiovascular Agents,Antihyperlipidemic,Antihyperlipidemics - Combinations,10-80 MG,Tab,8437,0,NA,Deleted,NA,EPIC,TRUE,EZETIMIBE-ATORVASTATIN 10-80 MG PO TABS,143314,NA,4
8983141,Ezetimibe-Atorvastatin,NA,Cardiovascular Agents,Antihyperlipidemic,Antihyperlipidemics - Combinations,NA,NA,8437,NA,NA,NA,NA,EPIC,TRUE,EZETIMIBE-ATORVASTATIN PO,143623,NA,3
135593,Ezetimibe-Simvastatin,Ezetimibe-Simvastatin Tab 10-10 MG,Cardiovascular Agents,Antihyperlipidemic,Antihyperlipidemics - Combinations,10-10 MG,Tab,8437,0,NA,NA,NA,EPIC,TRUE,EZETIMIBE-SIMVASTATIN 10-10 MG PO TABS,54814,3000561665,344
133851,Ezetimibe-Simvastatin,Ezetimibe-Simvastatin Tab 10-20 MG,Cardiovascular Agents,Antihyperlipidemic,Antihyperlipidemics - Combinations,10-20 MG,Tab,8437,0,NA,NA,NA,EPIC,TRUE,EZETIMIBE-SIMVASTATIN 10-20 MG PO TABS,54815,3000561661,990
